"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","420","Unsuccessfully login with username:  and password: SuperSecretPassword!","Tests","Wed Jun 04 10:50:55 UTC 2025","passed","Wed Jun 04 10:50:55 UTC 2025","TestLogin","test_1_Login","",""
"","441","Successful login","Tests","Wed Jun 04 10:50:56 UTC 2025","passed","Wed Jun 04 10:50:56 UTC 2025","TestLogin","test_1_Login","",""
"","423","Unsuccessfully login with username: tomsmith and password: SuperSecretPassword","Tests","Wed Jun 04 10:50:54 UTC 2025","passed","Wed Jun 04 10:50:55 UTC 2025","TestLogin","test_1_Login","",""
"","275","Unsuccessfully login with username:  and password: SuperSecretPassword!","Tests","Wed Jun 04 10:51:11 UTC 2025","passed","Wed Jun 04 10:51:12 UTC 2025","TestLogin","test_1_Login","",""
"","1216","User is navigated to the Login page","Tests","Wed Jun 04 10:51:09 UTC 2025","passed","Wed Jun 04 10:51:11 UTC 2025","TestLogin","test_1_Login","",""
"","492","User is navigated to the Home page","Tests","Wed Jun 04 10:51:13 UTC 2025","passed","Wed Jun 04 10:51:13 UTC 2025","TestLogin","test_2_Logout","",""
"","655","Unsuccessfully login with username: tomsmit and password: SuperSecretPassword!","Tests","Wed Jun 04 10:50:54 UTC 2025","passed","Wed Jun 04 10:50:54 UTC 2025","TestLogin","test_1_Login","",""
"","418","Unsuccessfully login with username: tomsmith and password: ","Tests","Wed Jun 04 10:50:55 UTC 2025","passed","Wed Jun 04 10:50:56 UTC 2025","TestLogin","test_1_Login","",""
"","271","Successful login","Tests","Wed Jun 04 10:51:12 UTC 2025","passed","Wed Jun 04 10:51:12 UTC 2025","TestLogin","test_1_Login","",""
"","149","User is successfully logged out","Tests","Wed Jun 04 10:51:13 UTC 2025","passed","Wed Jun 04 10:51:14 UTC 2025","TestLogin","test_2_Logout","",""
"","284","Unsuccessfully login with username: tomsmith and password: SuperSecretPassword","Tests","Wed Jun 04 10:51:11 UTC 2025","passed","Wed Jun 04 10:51:11 UTC 2025","TestLogin","test_1_Login","",""
"","463","Unsuccessfully login with username: tomsmit and password: SuperSecretPassword!","Tests","Wed Jun 04 10:51:11 UTC 2025","passed","Wed Jun 04 10:51:11 UTC 2025","TestLogin","test_1_Login","",""
"","1106","User is navigated to the Login page","Tests","Wed Jun 04 10:50:53 UTC 2025","passed","Wed Jun 04 10:50:54 UTC 2025","TestLogin","test_1_Login","",""
"","279","Unsuccessfully login with username: tomsmith and password: ","Tests","Wed Jun 04 10:51:12 UTC 2025","passed","Wed Jun 04 10:51:12 UTC 2025","TestLogin","test_1_Login","",""
"","1345","User is navigated to the Home page","Tests","Wed Jun 04 10:50:56 UTC 2025","passed","Wed Jun 04 10:50:58 UTC 2025","TestLogin","test_2_Logout","",""
"","273","User is successfully logged out","Tests","Wed Jun 04 10:50:58 UTC 2025","passed","Wed Jun 04 10:50:58 UTC 2025","TestLogin","test_2_Logout","",""
