"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","411","Unsuccessfully login with username: tomsmith and password: ","Tests","Fri Jun 06 11:00:55 UTC 2025","passed","Fri Jun 06 11:00:55 UTC 2025","TestLogin","test_1_Login","",""
"","486","Unsuccessfully login with username: tomsmith and password: ","Tests","Fri Jun 06 11:01:14 UTC 2025","passed","Fri Jun 06 11:01:14 UTC 2025","TestLogin","test_1_Login","",""
"","429","Successful login","Tests","Fri Jun 06 11:00:55 UTC 2025","passed","Fri Jun 06 11:00:56 UTC 2025","TestLogin","test_1_Login","",""
"","0","User is successfully logged out","Tests","Fri Jun 06 11:00:57 UTC 2025","skipped","Fri Jun 06 11:00:57 UTC 2025","TestLogin","test_2_Logout","",""
"","492","Unsuccessfully login with username:  and password: SuperSecretPassword!","Tests","Fri Jun 06 11:01:13 UTC 2025","passed","Fri Jun 06 11:01:14 UTC 2025","TestLogin","test_1_Login","",""
"","1428","User is navigated to the Home page","Tests","Fri Jun 06 11:01:15 UTC 2025","broken","Fri Jun 06 11:01:17 UTC 2025","TestLogin","test_2_Logout","",""
"","1111","User is navigated to the Login page","Tests","Fri Jun 06 11:00:52 UTC 2025","passed","Fri Jun 06 11:00:53 UTC 2025","TestLogin","test_1_Login","",""
"","493","Unsuccessfully login with username: tomsmith and password: SuperSecretPassword","Tests","Fri Jun 06 11:01:13 UTC 2025","passed","Fri Jun 06 11:01:13 UTC 2025","TestLogin","test_1_Login","",""
"","415","Unsuccessfully login with username:  and password: SuperSecretPassword!","Tests","Fri Jun 06 11:00:54 UTC 2025","passed","Fri Jun 06 11:00:55 UTC 2025","TestLogin","test_1_Login","",""
"","417","Unsuccessfully login with username: tomsmith and password: SuperSecretPassword","Tests","Fri Jun 06 11:00:54 UTC 2025","passed","Fri Jun 06 11:00:54 UTC 2025","TestLogin","test_1_Login","",""
"","668","Unsuccessfully login with username: tomsmit and password: SuperSecretPassword!","Tests","Fri Jun 06 11:00:53 UTC 2025","passed","Fri Jun 06 11:00:54 UTC 2025","TestLogin","test_1_Login","",""
"","527","Successful login","Tests","Fri Jun 06 11:01:14 UTC 2025","passed","Fri Jun 06 11:01:15 UTC 2025","TestLogin","test_1_Login","",""
"","984","Unsuccessfully login with username: tomsmit and password: SuperSecretPassword!","Tests","Fri Jun 06 11:01:12 UTC 2025","passed","Fri Jun 06 11:01:13 UTC 2025","TestLogin","test_1_Login","",""
"","1231","User is navigated to the Home page","Tests","Fri Jun 06 11:00:56 UTC 2025","broken","Fri Jun 06 11:00:57 UTC 2025","TestLogin","test_2_Logout","",""
"","0","User is successfully logged out","Tests","Fri Jun 06 11:01:17 UTC 2025","skipped","Fri Jun 06 11:01:17 UTC 2025","TestLogin","test_2_Logout","",""
"","1753","User is navigated to the Login page","Tests","Fri Jun 06 11:01:10 UTC 2025","passed","Fri Jun 06 11:01:12 UTC 2025","TestLogin","test_1_Login","",""
